timestamp,machine_id,temperature_c,vibration_mm_s,pressure_bar,rpm,fault_flag,fault_type,temperature_c_rolling_mean,temperature_c_rolling_std,vibration_mm_s_rolling_mean,vibration_mm_s_rolling_std,pressure_bar_rolling_mean,pressure_bar_rolling_std,sensor,z_score
2024-01-01 06:00:00,CNC_Mill_01,67.35,0.797,3.807,1466.0,0,none,64.08285714285714,1.9847729868989572,0.8025714285714286,0.03245949857313026,4.050857142857143,0.17064625063898362,pressure_bar,-2.607
2024-01-01 17:00:00,Hydraulic_Press_02,83.78,1.241,8.586,1473.0,0,none,79.509,2.0751945022629044,1.1785999999999999,0.057079282094683416,8.5313,0.0923351985371171,temperature_c,2.964
2024-01-01 21:00:00,Conveyor_Motor_03,44.91,0.426,1.614,1430.0,0,none,45.513,1.1814308650483463,0.4928,0.08982303589713374,2.0411,0.18218821159571266,pressure_bar,-3.231
2024-01-02 15:00:00,Conveyor_Motor_03,45.47,0.546,2.562,1472.0,0,none,45.0,1.433387595872097,0.4997,0.07384977243627015,2.0866,0.24584918592954935,pressure_bar,3.057
2024-01-03 05:00:00,Conveyor_Motor_03,44.59,0.48,1.695,1449.0,0,none,45.209,1.4493634618150255,0.47650000000000003,0.054522676220286344,2.1106,0.1943337335616232,pressure_bar,-2.693
2024-01-03 06:00:00,Hydraulic_Press_02,76.34,1.178,8.886,1451.0,0,none,78.389,1.5670315177997713,1.1675,0.07974577662101502,8.5449,0.16929031605827805,pressure_bar,2.548
2024-01-03 15:00:00,Hydraulic_Press_02,78.18,1.154,8.884,1448.0,0,none,78.32300000000001,1.439614531741069,1.1742000000000001,0.04353746789962686,8.5821,0.19602519679311045,pressure_bar,2.535
2024-01-05 16:00:00,CNC_Mill_01,62.77,0.876,3.817,1469.0,0,none,64.555,1.478845270247452,0.8272999999999999,0.06957178546891897,4.1787,0.17301512457971177,pressure_bar,-2.541
2024-01-07 01:00:00,Conveyor_Motor_03,46.5,0.515,1.695,1464.0,0,none,45.698,1.2852738575451341,0.4952,0.08481980900709427,2.08,0.16924275792810514,pressure_bar,-2.693
2024-01-07 16:00:00,Hydraulic_Press_02,76.62,1.366,8.12,1444.0,0,none,77.35600000000001,1.3287521297151368,1.2009,0.09794720800285919,8.4652,0.20341735968747623,pressure_bar,-2.501
2024-01-07 17:00:00,CNC_Mill_01,64.84,0.763,4.597,1420.0,0,none,65.78399999999999,0.7334878625065615,0.7649999999999999,0.06584831053261737,4.2509,0.1932812860976331,pressure_bar,2.584
2024-01-08 08:00:00,Hydraulic_Press_02,76.51,1.182,8.116,1446.0,0,none,78.713,1.3389386343916745,1.2043000000000001,0.06212719926802344,8.4726,0.20470097432325757,pressure_bar,-2.527
2024-01-08 20:00:00,CNC_Mill_01,64.37,0.871,3.809,1454.0,0,none,65.037,1.2770456356589266,0.7722,0.09517796196832776,4.083,0.14612247526570968,pressure_bar,-2.594
2024-01-09 16:00:00,Conveyor_Motor_03,43.76,0.413,2.542,1475.0,0,none,45.222,1.53349129621123,0.48679999999999995,0.06069376684086488,2.1986999999999997,0.17466669847327848,pressure_bar,2.924
2024-01-09 22:00:00,Hydraulic_Press_02,77.92,1.176,8.893,1428.0,0,none,78.69800000000001,1.6476771528427447,1.2273,0.055023328385935405,8.4506,0.18294212806848142,pressure_bar,2.594
2024-01-12 23:00:00,Conveyor_Motor_03,44.16,0.49,1.661,1491.0,0,none,44.753,2.043591881413158,0.5267999999999999,0.06414012438057473,2.0902,0.19451809398842293,pressure_bar,-2.919
2024-01-13 12:00:00,Hydraulic_Press_02,97.63,1.478,8.561,1472.0,1,overheating,79.495,6.600589620127377,1.2948,0.08986632047411161,8.590399999999999,0.15181362843229165,temperature_c,10.178
2024-01-13 12:00:00,Conveyor_Motor_03,65.75,0.565,2.202,1452.0,1,overheating,46.288,6.942117512370093,0.5187,0.07343636701253693,2.0484,0.13029129756903365,temperature_c,10.583
2024-01-13 12:00:00,CNC_Mill_01,84.84,0.918,4.402,1450.0,1,overheating,67.05199999999999,6.4940105738544505,0.807,0.08433926197869589,4.2672,0.15867773070667654,temperature_c,10.46
2024-01-14 19:00:00,Conveyor_Motor_03,47.46,0.609,2.573,1428.0,0,none,45.543,1.4233688520158292,0.5514,0.08284148182590169,2.1031,0.21969799978859872,pressure_bar,3.13
2024-01-14 21:00:00,Conveyor_Motor_03,45.89,0.391,1.694,1437.0,0,none,45.887,1.044307851588242,0.534,0.10837178804672595,2.0755000000000003,0.2514121229287793,pressure_bar,-2.7
2024-01-15 13:00:00,Conveyor_Motor_03,42.65,0.588,1.649,1461.0,0,none,44.265,1.2071384897074904,0.5087999999999999,0.07495450471971499,2.1109999999999998,0.2337619872149161,pressure_bar,-2.998
2024-01-17 20:00:00,CNC_Mill_01,65.72,0.755,3.806,1501.0,0,none,65.068,0.9272276479435455,0.7781,0.06627459711097637,4.1198,0.16476097164613626,pressure_bar,-2.613
2024-01-17 21:00:00,Conveyor_Motor_03,44.22,0.512,2.562,1477.0,0,none,44.910999999999994,1.258954151490636,0.5532,0.08419131652241729,2.0409,0.2657026115373685,pressure_bar,3.057
2024-01-20 14:00:00,CNC_Mill_01,64.16,0.863,3.775,1477.0,0,none,64.953,1.2960714143561118,0.8215,0.06990986260098668,4.2025,0.21500193797576098,pressure_bar,-2.817
2024-01-21 07:00:00,CNC_Mill_01,64.18,0.858,4.639,1430.0,0,none,65.114,1.1577487733624354,0.8529,0.10363981431434055,4.2324,0.17540948916431937,pressure_bar,2.86
2024-01-21 20:00:00,Hydraulic_Press_02,91.67,4.614,8.768,1418.0,1,bearing_wear,79.518,4.595274867851868,1.5426,1.082214519707931,8.6116,0.13569016995429123,temperature_c,7.073
2024-01-21 20:00:00,Hydraulic_Press_02,91.67,4.614,8.768,1418.0,1,bearing_wear,79.518,4.595274867851868,1.5426,1.082214519707931,8.6116,0.13569016995429123,vibration_mm_s,20.282
2024-01-21 20:00:00,Conveyor_Motor_03,55.33,4.456,2.394,1459.0,1,bearing_wear,44.851,4.189084890787266,0.9085000000000001,1.2503415755526792,2.1566,0.11810466168238554,vibration_mm_s,22.835
2024-01-21 20:00:00,CNC_Mill_01,75.74,3.854,4.406,1439.0,1,bearing_wear,65.857,3.7394712935862686,1.1141999999999999,0.9669672865890205,4.2524999999999995,0.09501374169618422,temperature_c,5.649
2024-01-21 20:00:00,CNC_Mill_01,75.74,3.854,4.406,1439.0,1,bearing_wear,65.857,3.7394712935862686,1.1141999999999999,0.9669672865890205,4.2524999999999995,0.09501374169618422,vibration_mm_s,18.092
2024-01-21 20:00:00,Conveyor_Motor_03,55.33,4.456,2.394,1459.0,1,bearing_wear,44.851,4.189084890787266,0.9085000000000001,1.2503415755526792,2.1566,0.11810466168238554,temperature_c,5.258
2024-01-22 00:00:00,Conveyor_Motor_03,46.54,0.506,2.496,1462.0,0,none,45.552,3.916928501886241,0.9107,1.2478799844358257,2.1892,0.2037350130820794,pressure_bar,2.619
2024-01-22 12:00:00,CNC_Mill_01,66.44,0.746,3.793,1447.0,0,none,64.874,0.8220056771903925,0.8128,0.0684994728284687,4.1135,0.16022848269477016,pressure_bar,-2.699
2024-01-23 01:00:00,CNC_Mill_01,63.92,0.706,4.617,1429.0,0,none,64.338,1.0410977112856254,0.8140000000000001,0.0985708994694812,4.2605,0.1729850667928646,pressure_bar,2.716
2024-01-23 15:00:00,CNC_Mill_01,65.22,0.935,3.794,1457.0,0,none,64.396,1.3929361475354347,0.8116999999999999,0.08910673998700365,4.1564,0.17962875295700803,pressure_bar,-2.692
2024-01-24 09:00:00,Hydraulic_Press_02,78.5,1.265,8.94,1429.0,0,none,78.259,1.3258326524196988,1.1844,0.08310796191300093,8.4032,0.22115494819496162,pressure_bar,2.904
2024-01-25 03:00:00,Conveyor_Motor_03,47.71,0.508,2.5,1452.0,0,none,44.971999999999994,1.743520066481073,0.48200000000000004,0.09634774978632557,2.0698,0.24733369272211111,pressure_bar,2.645
2024-01-26 00:00:00,Hydraulic_Press_02,100.47,1.226,8.614,1480.0,1,overheating,80.235,7.158636198482362,1.2289,0.10332521473483461,8.481200000000001,0.11107635011810123,temperature_c,11.657
2024-01-26 00:00:00,Conveyor_Motor_03,70.46,0.573,2.318,1442.0,1,overheating,47.061,8.301258873742507,0.5372,0.058529764507752616,2.1663,0.1706028852172329,temperature_c,12.991
2024-01-26 00:00:00,CNC_Mill_01,87.2,1.014,4.341,1433.0,1,overheating,67.174,7.195392352826352,0.7988,0.1359720559526861,4.2009,0.1560644097800645,temperature_c,11.707
