transaction_amount,merchant_category,hour_of_day,day_of_week,distance_from_home,velocity_24h,velocity_7d,card_present,online_transaction,international,num_transactions_24h,avg_amount_7d,std_amount_7d,account_age_days,credit_limit,utilization_rate,failed_attempts_24h,device_change,ip_change,new_merchant,is_fraud
5.045316518660625,-0.7280155445105252,-2.855247991774964,-2.7278470954441034,0.8465143156291796,2.711463186808545,1.7177823075966243,0.8416044002123646,-1.1392302269130832,2.8780979136780287,-3.73209217888217,-0.2903535666254865,2.478720811058081,-2.5248625038896697,-0.5060048560019387,-0.46156763444740156,-3.6478082638510205,1.2747878203362861,-2.5833148460619695,6.951077647910054,0
7.9656542970611675,-0.49105296568940987,-0.742115869908586,1.7725973270078943,2.6535464371467663,2.049189147668247,-2.9833285751945913,-2.0287635841224385,0.2939608794606757,-1.5102410064233935,-0.9811639989614184,0.815977876267359,1.2754331614749974,-3.6515618099561262,0.6095065551542272,1.294835078904728,-3.386286458899994,0.6622626028817769,-3.308046791339528,0.4278310931495795,0
7.703593312123419,-0.07018411387968622,1.8677200116545132,0.6611305918653765,-1.9784406820539195,2.386700152141718,4.835133035610558,0.5777062011715937,-0.3326285134597418,4.213388670584234,-3.1370894435407704,0.19327941029449677,-0.5297220478868454,-4.911690466340751,-0.3675932047649219,0.2881387087282502,2.4266888494774275,-1.746787085859895,-2.4083017721615922,2.48415830087962,0
9.522053419212622,-0.3610366857447958,1.5119864429645429,2.2243304212047064,0.8728635803108762,1.0957906692969277,-1.1689917786225767,0.7095645689346199,-1.3877630858237318,1.6137493576249482,-0.35811963385033974,0.03992080935382207,-1.4567190300760848,-3.449855937938657,2.2520697648977324,0.17149467058755707,0.503371376855646,0.24036330889368862,-2.063169000634308,1.5350041145608908,0
6.120455010815544,0.056656396127535,1.879428120981787,7.186791525809864,-3.6392678650568806,-1.0320183789042288,9.413391141073921,0.3196789954199559,0.15043312676830436,2.4924074729286536,-9.800040738979199,-0.10263429974689903,0.5470724532609279,-4.770537947295992,0.6878048578289111,-4.899396708632185,1.2546735677763525,-1.951981481109437,-1.9595450655112705,-1.9690747557862656,0
5.187494233112513,0.9335615963749421,7.860213855022972,-0.5137166686096213,-3.125637462413982,2.9081220817408133,5.994330507199616,2.060352455919688,0.8408136641502263,0.404861343040977,-3.649110774125195,0.6369567259559791,-1.77119864096572,0.4810051735588136,0.7738846400739724,-0.47490251506518444,-1.802645942294004,-0.3927176623088723,-5.142951603316106,3.2607435637805957,0
8.540599183243161,-0.6482653931397976,0.6341042674589964,3.817751679127594,-0.9745417252600181,1.4000341136562988,2.146725050696968,-0.35385801109099146,0.2965704558985517,0.2038486572370405,-1.3600357940854615,0.36282320391109585,-0.36155773929620605,-1.9032930032533895,0.39956095721413354,-0.15990509535301844,1.4393082331463836,-1.892091880922234,0.738019858665405,-5.143612472078115,0
8.123463824027926,-0.09342694315602153,-1.971823700429446,1.1846814451269154,0.11017865220836187,0.5861803442641492,1.5520295591476585,1.745393098478071,-0.967006543669564,2.941578095726398,-4.187285688863008,-1.5103620615070816,1.6606778823997956,-5.665315300839393,0.9460672820122752,-0.1025515725892765,-2.763218392505963,-3.183266349986235,1.2220104654739865,-0.7084630863798681,0
5.513688723907335,1.1511174053924726,-0.4755454324795122,2.2590815472951995,0.5544980593262876,2.8043753166337866,2.250689248496196,-1.4638139156298982,-0.007522903940751632,1.5513325820632904,-4.67210806029886,0.03477310343317962,0.46030849827604703,-4.466950563542772,-1.2474005974129259,-2.817553946153465,-0.4290791890547674,-0.3738444684291141,-1.9084113825837399,2.1179492226283014,0
9.027578009146147,0.6051934968892183,1.468344181047345,5.032941917562641,-3.4567701101123194,2.080700984032755,8.877466458605577,-1.2394732774016006,-1.6158404880024555,1.6450861303418232,-8.780631973053003,-0.6054023813653926,1.8535728512707665,-4.495903742476949,-0.22800013986344123,-2.4273053149903636,0.7147851985175082,-0.8134486152130398,-4.510433885694962,0.12908645884837805,0
5.649651105854656,0.6628427297291398,2.9987017334277244,2.3678198688764907,-3.2433146339326058,-1.5278971361337645,7.443272490627651,1.1405170386855186,0.2549048718112315,1.7648545517954095,-7.787392676049703,-0.027318532972977972,0.6930153333635638,-2.0686839296484827,0.5333378334295115,-3.0747126988129874,-1.098736962575803,-0.01935005944778756,-4.026000940625998,3.310706160261598,0
